Name,Phone_Number,Email,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Attendance_Drop,Months_Served,Age_at_Joining
Ekavir Jhaveri,04874321136,ekavir.jhaveri@gmail.com,0,1,0,0,1,1,1,31,82.59996590249273,1.0,3,1.2293997444518407,1.0968882694001256,0,0.13251147505171512,0.0,30.8
Henry Dutta,+919312816522,henry.dutta@gmail.com,1,1,0,0,1,6,1,29,342.98703244810014,5.0,3,3.161689560416385,3.3272394755560684,0,-0.16554991513968353,1.0,28.8
Odika Kaul,8332616800,odika.kaul@yahoo.com,1,1,0,1,1,6,1,27,24.91618310265821,6.0,8,2.917957570613896,3.0186452459556885,0,-0.10068767534179246,0.0,26.3
Inaya Peri,+917760968554,inaya.peri@hotmail.com,0,1,1,1,1,1,0,30,127.8591562494898,1.0,1,0.5175031953715836,0.5227021667656518,0,-0.005198971394068219,0.0,29.9
Wyatt Sahni,+916670376436,wyatt.sahni@gmail.com,1,0,1,0,1,1,0,32,57.51539242101114,1.0,1,1.545023201204892,1.5415316753619943,1,0.0034915258428975804,0.0,31.9
Yashvi Sandhu,07500733801,yashvi.sandhu@hotmail.com,1,1,0,0,1,6,0,31,144.8415367648187,4.0,3,3.5040564439742035,3.671042835216887,0,-0.16698639124268366,2.0,30.8
Rajeshri Agrawal,02540450589,rajeshri.agrawal@gmail.com,1,1,0,0,1,1,0,29,213.94692758823544,1.0,7,2.39891789575082,2.286560336486166,0,0.11235755926465396,0.0,28.4
Hritik Dixit,+911763087836,hritik.dixit@yahoo.com,0,1,0,0,1,12,0,35,360.61857555630274,11.0,2,2.643701927372472,2.550357107695372,0,0.09334481967709962,1.0,34.8
Chakrika Modi,02596043797,chakrika.modi@hotmail.com,1,1,0,0,1,12,0,31,65.67592732009587,12.0,2,2.2971717990113154,2.280748212992729,0,0.016423586018586622,0.0,30.8
Maya Kanda,00172367789,maya.kanda@hotmail.com,0,1,0,0,1,1,0,26,15.328376117378795,1.0,2,1.5709400489676049,0.1839543015998426,1,1.3869857473677623,0.0,25.8
Omya Dash,+918407916477,omya.dash@gmail.com,0,1,0,1,1,12,1,28,51.97827267892687,12.0,2,3.190995855113293,3.1947568781358933,0,-0.003761023022600174,0.0,27.8
Bakhshi Solanki,+919479822336,bakhshi.solanki@gmail.com,0,1,0,0,1,1,1,30,11.843242868032291,1.0,11,3.001517689003662,3.045319378852468,0,-0.04380168984880628,0.0,29.1
Kritika Sekhon,09603932217,kritika.sekhon@yahoo.com,0,0,1,0,1,6,0,27,318.75691167898066,6.0,10,2.7783699757481344,2.6688396076725764,0,0.10953036807555794,0.0,26.2
Sachi Rai,2571690920,sachi.rai@yahoo.com,0,1,0,1,1,12,0,25,234.9427905395784,12.0,4,2.2335456382203587,2.126234954738386,0,0.10731068348197281,0.0,24.7
Nachiket Anand,04733464386,nachiket.anand@gmail.com,0,0,1,0,1,6,0,26,47.00423744234995,3.0,3,2.126987870648143,2.0236129206304936,0,0.10337495001764951,3.0,25.8
Joshua Buch,03121205086,joshua.buch@hotmail.com,0,1,1,1,1,12,1,31,287.29705709291824,12.0,3,2.6093185797824856,2.6776102827751376,0,-0.06829170299265197,0.0,30.8
Yashoda Borah,09741951218,yashoda.borah@yahoo.com,1,1,0,0,1,1,1,29,271.6048832197254,1.0,0,0.1469769617318819,0.0,1,0.1469769617318819,0.0,29.0
Balveer Kulkarni,0812603357,balveer.kulkarni@hotmail.com,1,1,1,0,1,12,0,28,232.83945736615232,12.0,12,2.9014902666667144,2.8858032683763883,0,0.01568699829032605,0.0,27.0
Ekiya Shah,00203068991,ekiya.shah@gmail.com,0,1,1,1,1,1,1,31,219.1225448999157,1.0,4,2.1760592147894133,2.144918565515635,0,0.031140649273778465,0.0,30.7
Sathvik Bhandari,+912358597476,sathvik.bhandari@yahoo.com,0,1,0,0,1,1,1,30,90.10934112285372,1.0,1,0.0,0.0826449533998637,0,-0.0826449533998637,0.0,29.9
Nisha Kari,0216163832,nisha.kari@hotmail.com,1,1,0,0,1,1,0,29,75.53808544327066,1.0,0,1.700321479327499,1.2830605143438842,1,0.41726096498361476,0.0,29.0
Prisha Wali,+915458979821,prisha.wali@hotmail.com,1,0,1,0,1,1,1,29,248.60649147095185,1.0,4,1.2594770027024644,1.1065280010264191,0,0.1529490016760453,0.0,28.7
Rudra Kashyap,7423535949,rudra.kashyap@yahoo.com,0,1,0,0,1,1,1,28,106.45553374546051,1.0,0,1.4127876349786803,0.5363761689640519,1,0.8764114660146284,0.0,28.0
Lakshit Soni,9446181131,lakshit.soni@hotmail.com,0,1,0,0,1,6,0,25,389.03571295000967,3.0,4,0.6690805433938638,0.5736956516627787,0,0.09538489173108511,3.0,24.7
Xiti Jain,No Number Provided,xiti.jain@gmail.com,0,1,0,0,0,6,0,29,55.53736379957958,6.0,3,2.7667922231097104,2.8587384759302448,0,-0.09194625282053437,0.0,28.8
Mitesh Sawhney,04089624847,mitesh.sawhney@yahoo.com,0,1,0,1,1,1,0,34,263.30273043547453,1.0,2,0.6520822563667821,0.7935765995051889,0,-0.1414943431384068,0.0,33.8
Manan Chakraborty,No Number Provided,manan.chakraborty@hotmail.com,1,1,0,0,0,1,0,30,275.2715374760006,1.0,4,1.6537893323181767,1.738444147473586,0,-0.0846548151554094,0.0,29.7
Hritik Sami,+914685049789,hritik.sami@hotmail.com,1,1,1,0,1,1,0,24,102.06242652162936,1.0,9,1.5483700295640566,1.47315854436562,0,0.07521148519843646,0.0,23.2
Hardik Munshi,No Number Provided,hardik.munshi@gmail.com,0,1,0,0,0,12,0,31,158.27343319983322,12.0,1,1.064900573481954,1.1644034008760034,0,-0.09950282739404925,0.0,30.9
Idika Bava,07070573154,idika.bava@yahoo.com,0,1,1,1,1,1,1,27,365.0275181922429,1.0,3,4.531968586141148,4.779962522578057,0,-0.2479939364369086,0.0,26.8
Nakul Sharma,00267797117,nakul.sharma@gmail.com,0,0,0,0,1,1,0,37,197.86792062059345,1.0,2,1.7407017428366132,1.8605076689911373,0,-0.11980592615452412,0.0,36.8
Kabir Tailor,+916125423612,kabir.tailor@yahoo.com,1,1,1,1,1,6,0,28,185.49846613594747,6.0,2,1.8281437802757083,1.881833884130616,0,-0.05369010385490758,0.0,27.8
Gagan Nanda,6500189017,gagan.nanda@hotmail.com,0,1,0,0,1,12,0,34,11.127883866898316,6.0,1,3.0187887001611724,2.848793627149133,0,0.1699950730120392,6.0,33.9
Rajeshri Guha,5854889771,rajeshri.guha@gmail.com,0,1,1,1,1,12,1,34,184.37104259041985,7.0,5,1.0667989058999077,0.9929790123488432,0,0.07381989355106444,5.0,33.6
Rehaan Wable,05935965024,rehaan.wable@yahoo.com,0,0,0,0,1,1,0,26,230.69206910404728,1.0,2,1.613750897621373,0.1607547152319364,1,1.4529961823894366,0.0,25.8
Jagrati Shetty,+918431510927,jagrati.shetty@yahoo.com,0,1,1,1,1,6,0,29,40.95220335597335,6.0,3,1.3626682569142912,1.3712004458181608,0,-0.008532188903869642,0.0,28.8
Gunbir Mann,+912733618338,gunbir.mann@yahoo.com,0,1,0,0,1,1,0,32,81.83716704678288,1.0,6,1.8350450746674647,1.7593622570736998,0,0.07568281759376494,0.0,31.5
Christopher Merchant,+914366017493,christopher.merchant@hotmail.com,1,1,1,0,1,12,0,33,68.76541578068772,12.0,1,1.3354582948103042,1.0005606453850913,0,0.33489764942521294,0.0,32.9
Udarsh Yadav,02920580018,udarsh.yadav@gmail.com,0,1,0,0,1,1,1,32,37.75138113180947,1.0,2,2.517847813654228,2.401309724015624,0,0.11653808963860435,0.0,31.8
Gaurav Tara,2140942604,gaurav.tara@gmail.com,1,1,1,0,1,12,0,34,4.0243778615295485,6.0,0,0.8012346421122876,0.7574482000580905,0,0.04378644205419702,6.0,34.0
Baghyawati Suresh,3869931265,baghyawati.suresh@gmail.com,0,1,0,0,1,1,1,25,41.55150809284235,1.0,0,1.1785338886269203,0.8577300245771109,1,0.32080386404980943,0.0,25.0
Warjas Mander,No Number Provided,warjas.mander@hotmail.com,1,1,1,1,0,12,1,27,263.7628811556541,2.0,7,2.25628915194518,2.1704371356825254,0,0.08585201626265482,10.0,26.4
Nimrat Deep,+917971845979,nimrat.deep@yahoo.com,0,0,0,0,1,1,1,28,74.19020519936521,1.0,1,1.7561936930184183,0.8006968428953503,1,0.9554968501230681,0.0,27.9
Bhavya Nori,No Number Provided,bhavya.nori@gmail.com,0,1,0,0,0,1,0,30,79.08044426272299,1.0,2,1.9232870949050949,1.5693742995484323,1,0.35391279535666254,0.0,29.8
Dominic Pant,+919668462326,dominic.pant@yahoo.com,0,1,1,0,1,1,1,20,118.70068784010328,1.0,2,2.09419494658196,1.9134550177283485,1,0.18073992885361134,0.0,19.8
Aishani Sur,2914134783,aishani.sur@gmail.com,0,1,1,0,1,1,1,33,1.4015965984940737,1.0,3,0.0,0.0,0,0.0,0.0,32.8
Lohit Keer,04028461682,lohit.keer@gmail.com,0,1,1,1,1,12,0,28,107.01030208279708,8.0,7,0.5793014640533949,0.4646388704642063,0,0.11466259358918857,4.0,27.4
Aarnav Das,+918296304419,aarnav.das@gmail.com,1,0,1,0,1,6,0,27,341.8389895686342,6.0,5,4.2395087592841465,4.375651098840076,0,-0.13614233955592958,0.0,26.6
Jagat Sarin,0593194142,jagat.sarin@yahoo.com,0,0,1,0,1,1,0,29,46.92935853025304,1.0,3,1.777540912625848,1.7730448190019337,0,0.004496093623914232,0.0,28.8
Bhavani Char,02666431477,bhavani.char@hotmail.com,1,1,1,0,1,12,0,34,109.73111012988728,12.0,7,1.5885355118624245,1.400532901079376,0,0.18800261078304858,0.0,33.4
Dalbir Srinivasan,No Number Provided,dalbir.srinivasan@yahoo.com,1,1,1,1,0,12,0,28,194.68809991755768,11.0,2,2.461659887016696,2.3923146852267267,0,0.06934520178996939,1.0,27.8
Lakshmi Solanki,5505340199,lakshmi.solanki@yahoo.com,1,1,1,0,1,1,0,25,170.77453290536926,1.0,0,3.0702638556744297,2.5568760181835737,1,0.513387837490856,0.0,25.0
Jatin Vaidya,+918936487402,jatin.vaidya@hotmail.com,1,0,1,0,1,1,1,27,69.98605552202432,1.0,0,0.1019402712748764,0.0,1,0.1019402712748764,0.0,27.0
Janaki Mall,5036107312,janaki.mall@gmail.com,1,1,1,0,1,12,0,28,304.9223802169996,12.0,14,1.0785943305307817,1.0228579387236485,0,0.05573639180713319,0.0,26.8
Waida Bandi,+912716135580,waida.bandi@yahoo.com,1,1,1,1,1,12,1,32,167.51519404044606,6.0,10,2.2714257026829614,2.3366909079386784,0,-0.065265205255717,6.0,31.2
Mohini Date,+911021182545,mohini.date@gmail.com,0,1,0,0,1,1,0,29,48.33151158684328,1.0,1,0.8529244953358965,0.9337157179242088,1,-0.08079122258831228,0.0,28.9
Vivaan Mandal,No Number Provided,vivaan.mandal@yahoo.com,1,1,1,1,0,12,0,28,157.8220441266011,12.0,4,1.086075915752564,1.253318522042333,0,-0.16724260628976917,0.0,27.7
Aishani Jayaraman,9130716148,aishani.jayaraman@hotmail.com,0,1,0,0,1,1,0,30,20.711405156931438,1.0,0,0.6838390284251635,0.0,1,0.6838390284251635,0.0,30.0
Chatura Reddy,6471003169,chatura.reddy@hotmail.com,0,0,1,1,1,6,1,25,207.0797105977189,5.0,4,2.250576643849098,2.085150385145292,0,0.165426258703806,1.0,24.7
Tanvi Chana,+917339387504,tanvi.chana@yahoo.com,0,1,1,1,1,12,1,29,110.83724469718616,11.0,4,2.8930403363543413,3.0335580386100034,0,-0.14051770225566207,1.0,28.7
Krish Patla,08601506207,krish.patla@yahoo.com,0,1,1,1,1,6,0,26,20.20220747963628,6.0,4,2.3378510378845245,2.2611273930899203,0,0.07672364479460425,0.0,25.7
Tanveer Wadhwa,6058020108,tanveer.wadhwa@gmail.com,0,1,1,1,1,12,0,26,255.89667111060075,12.0,2,1.2551927018533422,1.307742186709433,0,-0.05254948485609079,0.0,25.8
Darika Gokhale,3910146785,darika.gokhale@yahoo.com,0,1,1,1,1,1,1,27,61.347168714423006,1.0,1,1.2305960640926763,0.8056381757914822,1,0.4249578883011941,0.0,26.9
Vasana Panchal,9757825546,vasana.panchal@gmail.com,0,1,1,0,1,6,0,29,282.9571186587658,6.0,2,1.2851196067645088,1.2466946118271272,1,0.03842499493738161,0.0,28.8
Ridhi Dayal,08211608680,ridhi.dayal@hotmail.com,1,1,0,0,1,1,0,26,164.31977519485247,1.0,3,3.811453386488936,3.855104316170756,0,-0.04365092968181994,0.0,25.8
Gagan Jaggi,0844496513,gagan.jaggi@gmail.com,1,1,0,0,1,1,0,28,100.94944166830606,1.0,1,1.757806928204996,2.008081037988393,1,-0.25027410978339715,0.0,27.9
Tanish Bajwa,+915395154723,tanish.bajwa@hotmail.com,0,0,1,0,1,12,0,33,193.7102762972168,11.0,4,2.1027136414897063,2.1373641022781587,0,-0.03465046078845235,1.0,32.7
Ishaan Dass,+914575715786,ishaan.dass@gmail.com,0,1,0,0,1,1,0,32,119.15671783570694,1.0,10,2.1230045362844483,2.211259201168209,0,-0.08825466488376055,0.0,31.2
Nirja Raghavan,+917051272132,nirja.raghavan@yahoo.com,1,1,0,0,1,1,1,28,87.74023097996998,1.0,1,2.4710174618725325,1.7088610549323846,1,0.7621564069401479,0.0,27.9
Zilmil Behl,+914480342853,zilmil.behl@yahoo.com,1,1,0,1,1,6,1,29,330.41903319446817,6.0,15,2.3465620975316908,2.4157778635020217,0,-0.06921576597033097,0.0,27.8
Netra Tandon,+912464607523,netra.tandon@gmail.com,0,1,1,1,1,1,1,24,56.041705200587046,1.0,3,1.7688321897669717,1.7289046284246896,0,0.039927561342282036,0.0,23.8
Kai Bhardwaj,2614452671,kai.bhardwaj@hotmail.com,1,1,0,0,1,1,0,29,129.49261462636082,1.0,15,2.8839537634701955,2.9664957159473424,0,-0.08254195247714691,0.0,27.8
Yashasvi Issac,07827360176,yashasvi.issac@yahoo.com,1,1,1,0,1,1,0,28,244.311934554486,1.0,3,1.2853237503530353,1.3746693465060844,0,-0.08934559615304916,0.0,27.8
Darsh Khurana,07273730578,darsh.khurana@yahoo.com,0,1,1,1,1,6,0,31,54.86981361656167,6.0,5,1.9660738069975296,1.9967549593235687,0,-0.030681152326039074,0.0,30.6
Gaurang Purohit,+916860543496,gaurang.purohit@hotmail.com,0,1,0,0,1,1,0,31,131.4962448565968,1.0,1,0.8483976414668439,0.8283888843149403,0,0.020008757151903644,0.0,30.9
Michael Dhingra,+917194311501,michael.dhingra@yahoo.com,0,1,0,0,1,1,0,30,311.91508755962815,1.0,3,1.5766648388508335,1.6266433381767924,0,-0.04997849932595888,0.0,29.8
Warhi Anne,+917688467077,warhi.anne@yahoo.com,1,1,1,0,1,1,0,31,58.46380010975628,1.0,2,2.454358693552328,2.5714694022821134,0,-0.11711070872978535,0.0,30.8
Tristan Kamdar,01622605588,tristan.kamdar@hotmail.com,0,1,0,0,1,12,0,32,131.11467305265785,12.0,3,1.0958384007009785,1.02450473310303,0,0.07133366759794857,0.0,31.8
Wazir Borah,No Number Provided,wazir.borah@hotmail.com,0,1,0,0,0,1,0,30,5.812304034204723,1.0,12,1.2709982110577314,1.3001899570191455,0,-0.02919174596141416,0.0,29.0
Charan Sankaran,2836253827,charan.sankaran@gmail.com,0,1,1,0,1,6,0,26,203.73174254453625,6.0,7,2.312436147164484,2.3574536684527803,0,-0.04501752128829617,0.0,25.4
Warinder Sibal,07667800553,warinder.sibal@hotmail.com,0,1,1,1,1,12,1,26,13.118461837388894,11.0,2,1.1659779420175749,1.1217262236579628,0,0.04425171835961206,1.0,25.8
Meghana Mand,No Number Provided,meghana.mand@hotmail.com,1,1,0,0,0,1,1,26,159.1069811146641,1.0,6,0.9112070701981334,0.9168720923252698,0,-0.0056650221271363765,0.0,25.5
Dalbir Sama,No Number Provided,dalbir.sama@yahoo.com,1,1,0,1,0,1,1,24,102.12504841432,1.0,0,1.8353327758250464,0.828505465034751,1,1.0068273107902954,0.0,24.0
Nihal Handa,+910300547671,nihal.handa@yahoo.com,1,1,0,0,1,1,0,25,181.03799733978872,1.0,2,1.021323456591839,0.4707775351926594,1,0.5505459213991796,0.0,24.8
Wishi Bahl,+917237206018,wishi.bahl@gmail.com,1,1,1,0,1,12,1,31,136.8422948896924,11.0,1,2.4238062192716647,2.4121050770188845,0,0.011701142252780183,1.0,30.9
Mohini Lad,No Number Provided,mohini.lad@yahoo.com,1,0,1,0,0,1,0,23,12.659007334288065,1.0,1,1.4332996210546594,1.0876347603616514,1,0.34566486069300795,0.0,22.9
Gaurangi Narasimhan,00812475880,gaurangi.narasimhan@yahoo.com,0,1,0,0,1,6,1,33,84.25148707866411,6.0,0,0.0,0.090098925664486,0,-0.090098925664486,0.0,33.0
Indira Borah,05316068108,indira.borah@gmail.com,0,0,0,0,1,1,0,30,189.26715903136585,1.0,0,3.367690725681194,3.3406078063075286,0,0.02708291937366525,0.0,30.0
Max More,04195232428,max.more@hotmail.com,0,1,1,1,1,12,1,30,161.48621609467546,12.0,6,1.6479222255816235,1.6443270557758438,0,0.0035951698057796744,0.0,29.5
Brinda Butala,+918890121463,brinda.butala@hotmail.com,0,1,0,0,1,1,0,35,191.5712425281676,1.0,3,2.0923758171881413,2.180422469671733,0,-0.08804665248359189,0.0,34.8
Jeet Kota,07966754777,jeet.kota@hotmail.com,0,1,0,0,1,1,1,33,213.8178606705759,1.0,3,2.4815364985544246,2.549402323969137,0,-0.06786582541471242,0.0,32.8
Leena Saini,+915827054543,leena.saini@hotmail.com,0,1,0,0,1,1,0,35,187.67315476530644,1.0,11,1.3767877461772469,1.277897510363195,0,0.09889023581405176,0.0,34.1
Yagnesh Ramanathan,+912325335220,yagnesh.ramanathan@hotmail.com,0,1,0,0,1,1,1,31,174.65845497131664,1.0,13,2.8980209720916563,2.876062849269407,0,0.021958122822249404,0.0,29.9
Ethan Chauhan,0835928128,ethan.chauhan@hotmail.com,1,0,1,0,1,12,0,24,154.15849307645098,12.0,12,2.6755275243507017,2.595592912432444,0,0.07993461191825757,0.0,23.0
Forum Chadha,03111936389,forum.chadha@hotmail.com,0,1,0,0,1,1,0,24,201.1207115268237,1.0,1,1.6809498012223292,0.6470040291310597,1,1.0339457720912695,0.0,23.9
Ranveer Sidhu,3029919288,ranveer.sidhu@gmail.com,0,0,1,1,1,1,0,32,179.41162001706192,1.0,13,1.4224077675859146,1.2620809691742854,0,0.16032679841162922,0.0,30.9
Siya Oak,7907194871,siya.oak@yahoo.com,0,0,0,0,1,1,0,32,18.63154455385973,1.0,3,2.001350573736436,2.003537294315316,0,-0.0021867205788796973,0.0,31.8
Yash Deshmukh,06840907102,yash.deshmukh@yahoo.com,0,1,0,0,1,1,0,32,91.41121349054517,1.0,2,2.5358429209538818,2.634988825925287,0,-0.09914590497140541,0.0,31.8
Nilima Ahuja,No Number Provided,nilima.ahuja@gmail.com,1,1,1,1,0,6,0,32,262.9470604935144,5.0,3,2.2839664497237053,2.3491412098099964,0,-0.06517476008629108,1.0,31.8
Urmi Mangat,09931401155,urmi.mangat@yahoo.com,0,1,0,1,1,1,0,24,149.50789165573804,1.0,1,0.4294325860216429,0.0,1,0.4294325860216429,0.0,23.9
Bachittar Natt,00223691381,bachittar.natt@gmail.com,1,0,1,1,1,6,0,29,174.3838597533118,6.0,11,3.448108192918532,3.3921254298717542,0,0.05598276304677796,0.0,28.1
Anamika Kamdar,02264419127,anamika.kamdar@hotmail.com,1,1,0,0,1,1,1,28,181.5174007598576,1.0,4,4.6112171076034345,4.531758262221424,0,0.07945884538201042,0.0,27.7
Darpan Bala,+915478191154,darpan.bala@gmail.com,0,1,1,1,1,1,1,32,21.162212944293515,1.0,2,2.3059104129628007,2.3937657569506685,0,-0.08785534398786776,0.0,31.8
Suhani Kohli,No Number Provided,suhani.kohli@hotmail.com,1,1,1,1,0,6,0,29,36.66202082032622,6.0,3,2.44580696392114,2.4339054515016967,0,0.011901512419443261,0.0,28.8
Gopal More,+915944488612,gopal.more@yahoo.com,0,1,0,0,1,1,0,28,273.354891564687,1.0,3,1.0670657595052655,0.6739241671364238,1,0.3931415923688417,0.0,27.8
Ucchal Bobal,00284669041,ucchal.bobal@hotmail.com,1,1,1,1,1,12,0,31,182.2049023463532,12.0,2,1.0832609212612068,1.3079204934159698,0,-0.22465957215476307,0.0,30.8
Chandresh Basu,No Number Provided,chandresh.basu@gmail.com,1,1,1,1,0,12,0,27,3.520302781065176,11.0,7,2.4534152757294314,2.38017681359078,0,0.07323846213865126,1.0,26.4
Dayita Natt,+917619090630,dayita.natt@yahoo.com,1,1,1,1,1,6,1,35,77.62421208652017,6.0,1,3.048558500178389,3.1528474222575547,0,-0.10428892207916585,0.0,34.9
Yash Shukla,+915335141461,yash.shukla@yahoo.com,0,1,0,0,1,1,1,33,222.1319914903352,1.0,2,3.794330646884864,3.734832995924741,0,0.05949765096012305,0.0,32.8
Riya Toor,+910166527435,riya.toor@hotmail.com,0,1,1,1,1,12,0,24,89.5958730783227,12.0,4,0.7459558016659444,0.7945356663509349,0,-0.048579864684990426,0.0,23.7
Ekalinga Bandi,+917564654045,ekalinga.bandi@yahoo.com,1,0,0,0,1,1,0,31,113.58614408602143,1.0,0,1.03826762600034,0.7997747565570568,1,0.2384928694432833,0.0,31.0
Rushil Rajan,09462122877,rushil.rajan@hotmail.com,0,1,1,0,1,12,1,28,205.06994601138769,8.0,4,0.43321160071029,0.3881188372041103,0,0.045092763506179745,4.0,27.7
Nihal Pathak,7255885962,nihal.pathak@yahoo.com,0,1,1,1,1,1,0,28,211.26641555297545,1.0,4,1.6093200125702198,1.7994518898806444,0,-0.19013187731042458,0.0,27.7
Hemani Sarkar,+919986020879,hemani.sarkar@gmail.com,1,1,0,0,1,12,1,29,128.22334310102252,11.0,4,4.214829182094901,4.1291822055756455,0,0.08564697651925535,1.0,28.7
Chaitaly Anne,09736523981,chaitaly.anne@gmail.com,0,0,0,0,1,12,1,37,23.840704416354484,11.0,10,2.53711470168197,2.4385498857206667,0,0.09856481596130351,1.0,36.2
Daniel Dass,+915345937125,daniel.dass@hotmail.com,0,1,0,0,1,1,1,28,22.166231877426867,1.0,1,2.808648618396582,2.8586028809329456,0,-0.04995426253636337,0.0,27.9
Lekha Raghavan,No Number Provided,lekha.raghavan@hotmail.com,1,1,0,0,0,1,0,31,298.4186539392812,1.0,3,2.5812990091178007,2.441502512992124,0,0.13979649612567657,0.0,30.8
Kalpit Sekhon,9526824920,kalpit.sekhon@hotmail.com,1,1,1,1,1,12,1,26,56.94788281980632,11.0,7,2.5191723964421286,2.743306595845327,0,-0.22413419940319823,1.0,25.4
Yahvi Jayaraman,1815433494,yahvi.jayaraman@hotmail.com,0,0,1,0,1,1,0,20,187.73540086270768,1.0,0,0.6769335226959159,0.4250572122463775,1,0.2518763104495384,0.0,20.0
Pranit Dhar,3135847156,pranit.dhar@yahoo.com,1,1,0,0,1,1,0,28,297.399090279333,1.0,3,2.29437986858155,2.3021136009765955,0,-0.0077337323950454895,0.0,27.8
Ishwar Pandit,08019772001,ishwar.pandit@hotmail.com,0,1,0,0,1,1,0,22,63.21932575138136,1.0,3,0.6263692614152713,0.0,1,0.6263692614152713,0.0,21.8
Harini Dora,04649488632,harini.dora@yahoo.com,1,0,1,0,1,6,0,32,87.07834164829247,6.0,8,3.942865677711897,3.821841276135775,0,0.12102440157612193,0.0,31.3
Ishanvi Bandi,+910639667748,ishanvi.bandi@gmail.com,1,1,1,1,1,1,0,24,106.70194493786944,1.0,1,0.9469969784090512,0.1104691438981916,1,0.8365278345108595,0.0,23.9
Kashish Pradhan,05572830030,kashish.pradhan@hotmail.com,0,1,0,0,1,12,1,23,183.97524473445085,12.0,7,0.6940414958852863,0.8702807068800078,0,-0.1762392109947215,0.0,22.4
Eesha Pillai,+919426887979,eesha.pillai@gmail.com,0,1,1,0,1,6,0,29,270.9020689116469,6.0,8,4.06408421580188,4.0274488624393445,0,0.036635353362535206,0.0,28.3
Harshil Kanda,8738630395,harshil.kanda@hotmail.com,1,1,1,0,1,12,0,27,337.58808581146087,12.0,3,3.917562527940764,3.860355976140087,0,0.05720655180067702,0.0,26.8
Anthony Tak,04659445085,anthony.tak@yahoo.com,0,1,1,0,1,1,0,28,72.72120644384663,1.0,6,3.076859209839192,3.052676908076664,0,0.024182301762528002,0.0,27.5
Jagat Batra,4338374403,jagat.batra@yahoo.com,0,0,0,0,1,1,0,28,141.2200859346874,1.0,0,1.6544104899203067,1.3958267498699617,1,0.258583740050345,0.0,28.0
Yasti Kapur,+912968224340,yasti.kapur@gmail.com,0,0,0,0,1,1,0,24,51.25209019504592,1.0,2,1.4960600117612737,0.7112467078543989,1,0.7848133039068748,0.0,23.8
Chakrika Mangat,4571755371,chakrika.mangat@gmail.com,1,1,1,0,1,12,1,33,26.23323994795761,9.0,3,4.1974529402168255,4.411932027301369,0,-0.21447908708454388,3.0,32.8
Yadavi Mukherjee,+919170731526,yadavi.mukherjee@hotmail.com,1,1,0,0,1,1,0,32,143.08480517811242,1.0,1,3.320476569719035,3.3081016127255203,0,0.012374956993514541,0.0,31.9
Dhruv Srinivasan,06071780656,dhruv.srinivasan@gmail.com,1,1,0,0,1,1,0,21,258.05757766327525,1.0,0,1.3670803623864016,1.200516395870169,1,0.16656396651623262,0.0,21.0
Wishi Misra,No Number Provided,wishi.misra@yahoo.com,0,0,0,0,0,12,1,28,334.4485301610483,12.0,6,0.9786381496553472,0.9815165191941008,0,-0.0028783695387535335,0.0,27.5
Max Dasgupta,+911094073199,max.dasgupta@gmail.com,0,1,0,0,1,1,0,31,133.2095788837479,1.0,3,0.0,0.0,1,0.0,0.0,30.8
Sai Kaul,+919674792646,sai.kaul@gmail.com,0,0,1,0,1,1,1,34,304.79502874757463,1.0,3,2.7490033061541057,2.7656484451269816,0,-0.016645138972875895,0.0,33.8
Urishilla Raghavan,4866221504,urishilla.raghavan@hotmail.com,1,1,0,0,1,1,1,23,164.1463859895106,1.0,0,1.3935991558611398,0.7846505167002737,1,0.6089486391608661,0.0,23.0
Shivansh Dave,+915900681399,shivansh.dave@gmail.com,0,1,1,1,1,1,1,33,165.8791623233464,1.0,5,1.1660276281568869,1.1709388734929371,0,-0.004911245336050252,0.0,32.6
Rachit Butala,8124461139,rachit.butala@yahoo.com,1,1,1,1,1,1,0,26,237.1777479544465,1.0,1,0.1207135123383675,0.0,1,0.1207135123383675,0.0,25.9
Gayathri Naidu,+915372652752,gayathri.naidu@gmail.com,1,0,1,0,1,6,0,29,209.8051088998516,6.0,8,4.681556930443291,5.024720933352363,0,-0.3431640029090719,0.0,28.3
Charles Narula,04532652740,charles.narula@hotmail.com,1,1,0,0,1,1,1,29,270.4350936701486,1.0,5,2.2745042361946948,2.2091626688997463,0,0.06534156729494844,0.0,28.6
Charvi Panchal,09983826903,charvi.panchal@hotmail.com,1,1,1,0,1,1,0,28,15.664603547391536,1.0,1,1.2411900266820872,0.3437079687587969,1,0.8974820579232903,0.0,27.9
Frederick Pandey,+919442911152,frederick.pandey@yahoo.com,1,1,0,0,1,6,1,23,114.31646043553545,4.0,2,2.1887994657092604,2.1333377203870487,0,0.05546174532221171,2.0,22.8
Ranbir Agate,04558326500,ranbir.agate@gmail.com,0,1,0,0,1,1,1,35,298.19883729584814,1.0,9,1.6760780502037798,1.739380571784153,0,-0.0633025215803733,0.0,34.2
Bhavika Dey,05984906018,bhavika.dey@hotmail.com,1,1,0,0,1,1,1,28,185.0321307883902,1.0,0,3.030928430234243,1.3785186811915755,1,1.6524097490426677,0.0,28.0
